Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Point of Control, Value Area High Value, Value Area Low Value, Volume Weighted Average Price, Previous Day Close Line, Previous Day High Line, Previous Day Low Line, Daily Open at 08:00, Cash Market Open at 09:00, Open, High, Low, Close
2024-1-16, 14:00:00.000000, 16690, 16695, 16662, 16671, 1366, 1231, 16680, 16676, 16679, 644, 722, 16680, 16692, 16636, 16646, 0, 16918, 16732, 16671, 16670, 1105, 1184, 1050, 1183
2024-1-16, 14:30:00.000000, 16672, 16693, 16643, 16648, 1992, 1854, 16664, 16661, 16668, 924, 1068, 16680, 16692, 16636, 16647, 0, 16918, 16732, 16671, 16670, 1183, 1343, 1141, 1327
2024-1-16, 15:00:00.000000, 16649, 16659, 16633, 16646, 1291, 1192, 16647, 16646, 16646, 637, 654, 16680, 16692, 16636, 16647, 0, 16918, 16732, 16671, 16670, 1327, 1388, 1311, 1344
2024-1-16, 15:30:00.000000, 16647, 16670, 16621, 16670, 2706, 2489, 16652, 16654, 16646, 1267, 1439, 16680, 16692, 16636, 16646, 0, 16918, 16732, 16671, 16670, 1344, 1517, 1277, 1516
2024-1-16, 16:00:00.000000, 16670, 16696, 16663, 16676, 2578, 2342, 16676, 16678, 16680, 1402, 1176, 16680, 16692, 16636, 16649, 0, 16918, 16732, 16671, 16670, 1516, 1525, 1282, 1290
2024-1-16, 16:30:00.000000, 16677, 16706, 16673, 16697, 2052, 1843, 16688, 16692, 16690, 1050, 1002, 16680, 16692, 16636, 16652, 0, 16918, 16732, 16671, 16670, 1290, 1310, 1203, 1242
2024-1-16, 17:00:00.000000, 16698, 16701, 16657, 16680, 4294, 3950, 16684, 16679, 16679, 2243, 2051, 16680, 16692, 16636, 16654, 0, 16918, 16732, 16671, 16670, 1242, 1250, 997, 1050
2024-1-16, 17:30:00.000000, 16680, 16693, 16664, 16671, 2118, 1896, 16677, 16676, 16679, 1013, 1105, 16680, 16692, 16636, 16656, 0, 16918, 16732, 16671, 16670, 1050, 1145, 1009, 1142
2024-1-16, 18:00:00.000000, 16670, 16671, 16643, 16647, 1046, 946, 16658, 16654, 16657, 454, 592, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1142, 1280, 1134, 1280
2024-1-16, 18:30:00.000000, 16648, 16653, 16638, 16640, 836, 778, 16645, 16644, 16646, 392, 444, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1280, 1333, 1260, 1332
2024-1-16, 19:00:00.000000, 16638, 16666, 16637, 16663, 892, 833, 16651, 16655, 16652, 428, 464, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1332, 1440, 1325, 1368
2024-1-16, 19:30:00.000000, 16664, 16668, 16630, 16642, 823, 696, 16651, 16647, 16649, 369, 454, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1368, 1454, 1315, 1453
2024-1-16, 20:00:00.000000, 16641, 16646, 16624, 16637, 861, 743, 16637, 16636, 16635, 390, 471, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1453, 1557, 1452, 1534
2024-1-16, 20:30:00.000000, 16636, 16649, 16631, 16649, 503, 472, 16641, 16643, 16640, 258, 245, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1534, 1559, 1508, 1521
2024-1-16, 21:00:00.000000, 16648, 16651, 16637, 16638, 493, 446, 16644, 16642, 16644, 288, 205, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1521, 1534, 1434, 1438
2024-1-16, 21:30:00.000000, 16640, 16658, 16638, 16656, 847, 785, 16648, 16651, 16648, 371, 476, 0, 0, 0, 0, 0, 16918, 16732, 16671, 16670, 1439, 1548, 1439, 1543
2024-1-17, 02:00:00.000000, 16633, 16638, 16631, 16638, 60, 58, 16635, 16636, 16635, 32, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -5, -4
2024-1-17, 02:30:00.000000, 16638, 16640, 16616, 16622, 97, 90, 16629, 16626, 16628, 55, 42, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, -4, -2, -27, -17
2024-1-17, 03:00:00.000000, 16624, 16628, 16613, 16622, 124, 115, 16622, 16621, 16621, 54, 70, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, -17, -1, -25, -1
2024-1-17, 03:30:00.000000, 16621, 16621, 16607, 16608, 60, 60, 16614, 16612, 16614, 24, 36, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, -1, 12, -9, 11
2024-1-17, 04:00:00.000000, 16608, 16615, 16606, 16606, 91, 82, 16609, 16609, 16611, 41, 50, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 11, 36, 8, 20
2024-1-17, 04:30:00.000000, 16604, 16609, 16598, 16599, 130, 117, 16603, 16602, 16604, 52, 78, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 20, 54, 17, 46
2024-1-17, 05:00:00.000000, 16597, 16602, 16591, 16597, 136, 110, 16597, 16597, 16597, 76, 60, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 46, 47, 18, 30
2024-1-17, 05:30:00.000000, 16598, 16611, 16593, 16603, 47, 42, 16601, 16602, 16602, 25, 22, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 30, 37, 26, 27
2024-1-17, 06:00:00.000000, 16604, 16604, 16590, 16592, 79, 79, 16598, 16595, 16597, 41, 38, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 27, 33, 22, 24
2024-1-17, 06:30:00.000000, 16592, 16592, 16554, 16555, 411, 377, 16573, 16567, 16573, 251, 160, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, 24, 27, -74, -67
2024-1-17, 07:00:00.000000, 16555, 16560, 16525, 16538, 558, 511, 16545, 16541, 16543, 265, 293, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, -67, -16, -96, -39
2024-1-17, 07:30:00.000000, 16538, 16540, 16524, 16538, 472, 424, 16535, 16534, 16532, 248, 224, 0, 0, 0, 0, 0, 16718, 16594, 0, 0, -39, -21, -69, -63
2024-1-17, 08:00:00.000000, 16537, 16540, 16498, 16506, 2869, 2316, 16520, 16515, 16519, 1369, 1500, 0, 0, 0, 0, 0, 16718, 16594, 16537, 0, -63, 129, -88, 68
2024-1-17, 08:30:00.000000, 16505, 16534, 16493, 16531, 2776, 2428, 16516, 16519, 16514, 1264, 1512, 0, 0, 0, 0, 0, 16718, 16594, 16537, 0, 68, 316, 59, 316
2024-1-17, 09:00:00.000000, 16530, 16547, 16495, 16540, 6267, 5791, 16528, 16527, 16521, 2874, 3393, 16514, 16544, 16506, 16523, 0, 16718, 16594, 16537, 16530, 316, 857, 306, 835
2024-1-17, 09:30:00.000000, 16539, 16558, 16509, 16521, 3398, 3144, 16532, 16529, 16534, 1703, 1695, 16514, 16544, 16506, 16527, 0, 16718, 16594, 16537, 16530, 835, 1052, 811, 827
2024-1-17, 10:00:00.000000, 16520, 16530, 16473, 16509, 3877, 3428, 16508, 16504, 16502, 1881, 1996, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 827, 943, 660, 942
2024-1-17, 10:30:00.000000, 16508, 16532, 16496, 16527, 2040, 1914, 16516, 16518, 16514, 1018, 1022, 16514, 16544, 16506, 16518, 0, 16718, 16594, 16537, 16530, 942, 990, 845, 946
2024-1-17, 11:00:00.000000, 16529, 16538, 16518, 16518, 1607, 1481, 16526, 16525, 16528, 856, 751, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 946, 961, 830, 841
2024-1-17, 11:30:00.000000, 16517, 16527, 16507, 16518, 1467, 1335, 16517, 16517, 16517, 745, 722, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 841, 870, 749, 818
2024-1-17, 12:00:00.000000, 16519, 16529, 16505, 16525, 1429, 1338, 16520, 16520, 16517, 713, 716, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 818, 891, 734, 821
2024-1-17, 12:30:00.000000, 16525, 16533, 16517, 16525, 713, 666, 16525, 16525, 16525, 381, 332, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 821, 823, 747, 772
2024-1-17, 13:00:00.000000, 16525, 16547, 16514, 16541, 1084, 934, 16532, 16534, 16531, 547, 537, 16514, 16544, 16506, 16520, 0, 16718, 16594, 16537, 16530, 772, 841, 743, 762
2024-1-17, 13:30:00.000000, 16541, 16545, 16525, 16529, 886, 784, 16535, 16533, 16535, 484, 402, 16514, 16544, 16506, 16520, 0, 16718, 16594, 16537, 16530, 762, 796, 678, 680
2024-1-17, 14:00:00.000000, 16529, 16532, 16510, 16520, 1556, 1406, 16523, 16521, 16521, 814, 742, 16514, 16544, 16506, 16520, 0, 16718, 16594, 16537, 16530, 680, 680, 588, 608
2024-1-17, 14:30:00.000000, 16520, 16526, 16486, 16493, 2502, 2312, 16506, 16502, 16506, 1288, 1214, 16514, 16544, 16506, 16519, 0, 16718, 16594, 16537, 16530, 608, 635, 451, 534
2024-1-17, 15:00:00.000000, 16495, 16517, 16494, 16504, 1293, 1213, 16503, 16505, 16506, 612, 681, 16514, 16544, 16506, 16518, 0, 16718, 16594, 16537, 16530, 534, 604, 528, 603
2024-1-17, 15:30:00.000000, 16503, 16512, 16470, 16472, 2931, 2740, 16489, 16485, 16491, 1399, 1532, 16514, 16544, 16506, 16516, 0, 16718, 16594, 16537, 16530, 603, 746, 602, 736
2024-1-17, 16:00:00.000000, 16472, 16519, 16464, 16511, 3287, 2936, 16492, 16498, 16492, 1528, 1759, 16514, 16544, 16506, 16513, 0, 16718, 16594, 16537, 16530, 736, 984, 671, 967
2024-1-17, 16:30:00.000000, 16510, 16519, 16501, 16510, 2110, 1925, 16510, 16510, 16510, 1018, 1092, 16514, 16544, 16506, 16513, 0, 16718, 16594, 16537, 16530, 967, 1048, 939, 1041
2024-1-17, 17:00:00.000000, 16509, 16553, 16509, 16534, 4184, 3724, 16526, 16532, 16531, 2207, 1977, 16514, 16544, 16506, 16516, 0, 16718, 16594, 16537, 16530, 1041, 1174, 807, 811
2024-1-17, 17:30:00.000000, 16534, 16550, 16531, 16535, 3349, 2828, 16538, 16539, 16541, 1544, 1805, 16514, 16544, 16506, 16517, 0, 16718, 16594, 16537, 16530, 811, 1116, 800, 1072
2024-1-17, 18:00:00.000000, 16535, 16539, 16518, 16519, 992, 886, 16528, 16525, 16529, 504, 488, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1072, 1088, 1028, 1056
2024-1-17, 18:30:00.000000, 16520, 16529, 16509, 16522, 819, 754, 16520, 16520, 16519, 384, 435, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1056, 1110, 1021, 1107
2024-1-17, 19:00:00.000000, 16523, 16528, 16504, 16509, 1143, 1025, 16516, 16514, 16516, 581, 562, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1107, 1168, 1047, 1088
2024-1-17, 19:30:00.000000, 16510, 16515, 16495, 16512, 836, 759, 16508, 16507, 16505, 453, 383, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1088, 1097, 946, 1018
2024-1-17, 20:00:00.000000, 16512, 16530, 16511, 16526, 546, 508, 16520, 16522, 16521, 269, 277, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1018, 1046, 985, 1026
2024-1-17, 20:30:00.000000, 16528, 16536, 16525, 16531, 622, 557, 16530, 16531, 16531, 351, 271, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 1026, 1036, 944, 946
2024-1-17, 21:00:00.000000, 16532, 16534, 16509, 16516, 665, 608, 16523, 16520, 16522, 338, 327, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 946, 966, 923, 935
2024-1-17, 21:30:00.000000, 16515, 16549, 16515, 16542, 924, 807, 16530, 16535, 16532, 488, 436, 0, 0, 0, 0, 0, 16718, 16594, 16537, 16530, 935, 989, 882, 883
2024-1-18, 02:00:00.000000, 16551, 16551, 16534, 16541, 144, 134, 16544, 16542, 16543, 94, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -49, -44
2024-1-18, 02:30:00.000000, 16541, 16554, 16529, 16551, 221, 185, 16544, 16545, 16542, 120, 101, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -44, -35, -72, -63
2024-1-18, 03:00:00.000000, 16550, 16553, 16545, 16549, 53, 52, 16549, 16549, 16549, 27, 26, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -63, -53, -65, -64
2024-1-18, 03:30:00.000000, 16548, 16548, 16530, 16533, 97, 95, 16540, 16537, 16539, 45, 52, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -64, -57, -70, -57
2024-1-18, 04:00:00.000000, 16539, 16547, 16531, 16543, 105, 102, 16540, 16540, 16539, 53, 52, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -57, -54, -65, -58
2024-1-18, 04:30:00.000000, 16546, 16551, 16540, 16540, 63, 62, 16544, 16544, 16546, 33, 30, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -58, -53, -63, -61
2024-1-18, 05:00:00.000000, 16541, 16542, 16526, 16530, 34, 34, 16535, 16533, 16534, 19, 15, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -61, -60, -68, -65
2024-1-18, 05:30:00.000000, 16529, 16533, 16523, 16529, 89, 89, 16529, 16528, 16528, 45, 44, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -65, -61, -73, -66
2024-1-18, 06:00:00.000000, 16530, 16534, 16527, 16528, 39, 37, 16530, 16530, 16531, 18, 21, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -66, -62, -70, -63
2024-1-18, 06:30:00.000000, 16527, 16543, 16523, 16538, 68, 61, 16533, 16535, 16533, 25, 43, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -63, -42, -70, -45
2024-1-18, 07:00:00.000000, 16538, 16551, 16536, 16546, 206, 199, 16543, 16544, 16544, 121, 85, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -45, -36, -88, -81
2024-1-18, 07:30:00.000000, 16545, 16565, 16537, 16561, 308, 287, 16552, 16554, 16551, 152, 156, 0, 0, 0, 0, 0, 16640, 16464, 0, 0, -81, -62, -104, -77
2024-1-18, 08:00:00.000000, 16562, 16592, 16559, 16568, 1659, 1490, 16570, 16573, 16576, 831, 828, 0, 0, 0, 0, 0, 16640, 16464, 16562, 0, -77, 54, -111, -80
2024-1-18, 08:30:00.000000, 16567, 16587, 16554, 16581, 1583, 1400, 16572, 16574, 16571, 743, 840, 0, 0, 0, 0, 0, 16640, 16464, 16562, 0, -80, 63, -148, 17
2024-1-18, 09:00:00.000000, 16579, 16582, 16537, 16575, 4810, 4436, 16568, 16565, 16560, 2479, 2331, 16672, 16694, 16598, 16557, 0, 16640, 16464, 16562, 16579, 17, 22, -180, -131
2024-1-18, 09:30:00.000000, 16576, 16578, 16540, 16572, 2046, 1848, 16567, 16563, 16559, 1028, 1018, 16672, 16694, 16598, 16558, 0, 16640, 16464, 16562, 16579, -131, -120, -184, -141
2024-1-18, 10:00:00.000000, 16574, 16603, 16573, 16596, 2929, 2643, 16587, 16591, 16588, 1552, 1377, 16672, 16694, 16598, 16567, 0, 16640, 16464, 16562, 16579, -141, -111, -349, -316
2024-1-18, 10:30:00.000000, 16598, 16609, 16579, 16586, 2045, 1836, 16593, 16591, 16594, 1125, 920, 16672, 16694, 16598, 16571, 0, 16640, 16464, 16562, 16579, -316, -284, -534, -521
2024-1-18, 11:00:00.000000, 16587, 16593, 16569, 16592, 1052, 961, 16585, 16585, 16581, 552, 500, 16672, 16694, 16598, 16572, 0, 16640, 16464, 16562, 16579, -521, -519, -647, -573
2024-1-18, 11:30:00.000000, 16593, 16619, 16590, 16618, 1700, 1496, 16605, 16609, 16605, 851, 849, 16672, 16694, 16598, 16576, 0, 16640, 16464, 16562, 16579, -573, -517, -605, -575
2024-1-18, 12:00:00.000000, 16618, 16649, 16617, 16640, 2604, 2292, 16631, 16635, 16633, 1243, 1361, 16672, 16694, 16598, 16585, 0, 16640, 16464, 16562, 16579, -575, -295, -588, -457
2024-1-18, 12:30:00.000000, 16640, 16654, 16638, 16648, 1568, 1389, 16645, 16647, 16646, 754, 814, 16672, 16694, 16598, 16590, 0, 16640, 16464, 16562, 16579, -457, -351, -463, -397
2024-1-18, 13:00:00.000000, 16648, 16683, 16646, 16675, 2364, 2047, 16663, 16668, 16665, 1116, 1248, 16672, 16694, 16598, 16598, 0, 16640, 16464, 16562, 16579, -397, -221, -424, -265
2024-1-18, 13:30:00.000000, 16675, 16679, 16654, 16656, 1689, 1499, 16666, 16663, 16667, 913, 776, 16672, 16694, 16598, 16604, 0, 16640, 16464, 16562, 16579, -265, -256, -402, -402
2024-1-18, 14:00:00.000000, 16656, 16674, 16653, 16666, 1052, 935, 16662, 16664, 16664, 488, 564, 16672, 16694, 16598, 16606, 0, 16640, 16464, 16562, 16579, -402, -312, -434, -326
2024-1-18, 14:30:00.000000, 16668, 16675, 16629, 16630, 2494, 2242, 16651, 16645, 16652, 1345, 1149, 16672, 16694, 16598, 16610, 0, 16640, 16464, 16562, 16579, -326, -322, -526, -522
2024-1-18, 15:00:00.000000, 16630, 16666, 16630, 16651, 1465, 1347, 16644, 16649, 16648, 761, 704, 16672, 16694, 16598, 16613, 0, 16640, 16464, 16562, 16579, -522, -422, -585, -579
2024-1-18, 15:30:00.000000, 16652, 16667, 16635, 16667, 2515, 2348, 16655, 16656, 16651, 1288, 1227, 16672, 16694, 16598, 16616, 0, 16640, 16464, 16562, 16579, -579, -563, -746, -640
2024-1-18, 16:00:00.000000, 16667, 16676, 16654, 16662, 1814, 1640, 16665, 16664, 16665, 911, 903, 16672, 16694, 16598, 16619, 0, 16640, 16464, 16562, 16579, -640, -560, -665, -648
2024-1-18, 16:30:00.000000, 16663, 16695, 16657, 16660, 2674, 2375, 16669, 16671, 16676, 1269, 1405, 16672, 16694, 16598, 16623, 0, 16640, 16464, 16562, 16579, -648, -451, -679, -512
2024-1-18, 17:00:00.000000, 16661, 16679, 16641, 16670, 3429, 3005, 16663, 16663, 16660, 1675, 1754, 16672, 16694, 16598, 16627, 0, 16640, 16464, 16562, 16579, -512, -326, -565, -433
2024-1-18, 17:30:00.000000, 16670, 16691, 16666, 16676, 3032, 2651, 16676, 16678, 16679, 1511, 1521, 16672, 16694, 16598, 16630, 0, 16640, 16464, 16562, 16579, -433, -233, -455, -423
2024-1-18, 18:00:00.000000, 16677, 16678, 16646, 16658, 1288, 1189, 16665, 16661, 16662, 652, 636, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -423, -408, -502, -439
2024-1-18, 18:30:00.000000, 16659, 16659, 16640, 16649, 609, 576, 16652, 16649, 16650, 306, 303, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -439, -432, -486, -442
2024-1-18, 19:00:00.000000, 16648, 16649, 16635, 16636, 625, 576, 16642, 16640, 16642, 308, 317, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -442, -392, -454, -433
2024-1-18, 19:30:00.000000, 16637, 16669, 16636, 16665, 582, 522, 16652, 16657, 16653, 305, 277, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -433, -396, -479, -461
2024-1-18, 20:00:00.000000, 16665, 16691, 16663, 16690, 941, 835, 16677, 16681, 16677, 505, 436, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -461, -457, -560, -530
2024-1-18, 20:30:00.000000, 16690, 16699, 16674, 16695, 1184, 1075, 16690, 16689, 16687, 577, 607, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -530, -493, -609, -500
2024-1-18, 21:00:00.000000, 16696, 16709, 16694, 16707, 734, 685, 16702, 16703, 16702, 365, 369, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -500, -447, -519, -496
2024-1-18, 21:30:00.000000, 16708, 16721, 16700, 16718, 1246, 1114, 16712, 16713, 16711, 603, 643, 0, 0, 0, 0, 0, 16640, 16464, 16562, 16579, -496, -426, -530, -456
2024-1-19, 02:00:00.000000, 16725, 16726, 16705, 16710, 142, 140, 16717, 16714, 16716, 82, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -22
2024-1-19, 02:30:00.000000, 16712, 16728, 16710, 16727, 58, 57, 16719, 16722, 16719, 27, 31, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -22, -16, -28, -18
2024-1-19, 03:00:00.000000, 16726, 16726, 16720, 16723, 49, 49, 16724, 16723, 16723, 23, 26, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -18, -14, -20, -15
2024-1-19, 03:30:00.000000, 16722, 16727, 16719, 16724, 42, 40, 16723, 16723, 16723, 19, 23, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -15, -7, -18, -11
2024-1-19, 04:00:00.000000, 16725, 16728, 16719, 16721, 30, 28, 16723, 16723, 16724, 12, 18, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -11, -4, -12, -5
2024-1-19, 04:30:00.000000, 16720, 16727, 16718, 16727, 50, 48, 16723, 16724, 16723, 25, 25, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -5, -4, -14, -5
2024-1-19, 05:00:00.000000, 16726, 16726, 16719, 16723, 37, 37, 16724, 16723, 16723, 19, 18, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -5, -3, -10, -6
2024-1-19, 05:30:00.000000, 16724, 16724, 16719, 16722, 59, 57, 16722, 16722, 16722, 27, 32, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -6, 2, -9, -1
2024-1-19, 06:00:00.000000, 16720, 16728, 16720, 16722, 37, 36, 16723, 16723, 16724, 20, 17, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -1, 4, -4, -4
2024-1-19, 06:30:00.000000, 16722, 16722, 16709, 16709, 88, 79, 16716, 16713, 16716, 58, 30, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -5, -5, -34, -32
2024-1-19, 07:00:00.000000, 16709, 16725, 16706, 16718, 213, 196, 16715, 16716, 16716, 118, 95, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -32, -29, -60, -55
2024-1-19, 07:30:00.000000, 16719, 16727, 16707, 16712, 240, 219, 16716, 16715, 16717, 142, 98, 0, 0, 0, 0, 0, 16721, 16523, 0, 0, -55, -48, -100, -99
2024-1-19, 08:00:00.000000, 16710, 16770, 16710, 16750, 1623, 1440, 16735, 16743, 16740, 830, 793, 0, 0, 0, 0, 0, 16721, 16523, 16710, 0, -99, 18, -166, -136
2024-1-19, 08:30:00.000000, 16749, 16767, 16738, 16739, 1158, 1035, 16748, 16748, 16753, 580, 578, 0, 0, 0, 0, 0, 16721, 16523, 16710, 0, -136, -56, -144, -138
2024-1-19, 09:00:00.000000, 16740, 16763, 16732, 16737, 4355, 3910, 16743, 16744, 16748, 2097, 2258, 16664, 16726, 16626, 16747, 0, 16721, 16523, 16710, 16740, -138, 83, -167, 23
2024-1-19, 09:30:00.000000, 16736, 16739, 16715, 16738, 2437, 2206, 16732, 16731, 16727, 1202, 1235, 16664, 16726, 16626, 16741, 0, 16721, 16523, 16710, 16740, 23, 92, -15, 56
2024-1-19, 10:00:00.000000, 16737, 16756, 16726, 16746, 1976, 1834, 16741, 16743, 16741, 1004, 972, 16664, 16726, 16626, 16741, 0, 16721, 16523, 16710, 16740, 56, 107, -3, 24
2024-1-19, 10:30:00.000000, 16746, 16747, 16698, 16724, 2067, 1863, 16729, 16723, 16723, 1003, 1064, 16664, 16726, 16626, 16736, 0, 16721, 16523, 16710, 16740, 24, 87, -108, 85
2024-1-19, 11:00:00.000000, 16724, 16727, 16702, 16703, 1209, 1125, 16714, 16711, 16715, 640, 569, 16664, 16726, 16626, 16734, 0, 16721, 16523, 16710, 16740, 85, 98, 5, 14
2024-1-19, 11:30:00.000000, 16704, 16732, 16700, 16724, 1530, 1371, 16715, 16719, 16716, 772, 758, 16664, 16726, 16626, 16732, 0, 16721, 16523, 16710, 16740, 14, 32, -50, 0
2024-1-19, 12:00:00.000000, 16723, 16747, 16715, 16731, 1514, 1357, 16729, 16731, 16731, 782, 732, 16664, 16726, 16626, 16732, 0, 16721, 16523, 16710, 16740, 0, 94, -60, -50
2024-1-19, 12:30:00.000000, 16732, 16748, 16722, 16722, 991, 892, 16731, 16731, 16735, 491, 500, 16664, 16726, 16626, 16732, 0, 16721, 16523, 16710, 16740, -50, 32, -81, -41
2024-1-19, 13:00:00.000000, 16723, 16723, 16704, 16714, 2624, 2174, 16716, 16714, 16714, 1197, 1427, 16664, 16726, 16626, 16730, 0, 16721, 16523, 16710, 16740, -41, 196, -93, 189
2024-1-19, 13:30:00.000000, 16713, 16725, 16698, 16724, 975, 865, 16715, 16716, 16712, 486, 489, 16664, 16726, 16626, 16729, 0, 16721, 16523, 16710, 16740, 189, 221, 113, 192
2024-1-19, 14:00:00.000000, 16724, 16736, 16702, 16702, 1501, 1372, 16716, 16713, 16719, 827, 674, 16664, 16726, 16626, 16728, 0, 16721, 16523, 16710, 16740, 192, 201, 22, 39
2024-1-19, 14:30:00.000000, 16702, 16709, 16668, 16670, 1857, 1646, 16687, 16682, 16689, 930, 927, 16664, 16726, 16626, 16725, 0, 16721, 16523, 16710, 16740, 39, 50, -53, 36
2024-1-19, 15:00:00.000000, 16669, 16674, 16654, 16661, 1877, 1718, 16665, 16663, 16664, 881, 996, 16664, 16726, 16626, 16721, 0, 16721, 16523, 16710, 16740, 36, 200, 9, 151
2024-1-19, 15:30:00.000000, 16659, 16667, 16630, 16667, 3099, 2821, 16656, 16655, 16649, 1405, 1694, 16664, 16726, 16626, 16713, 0, 16721, 16523, 16710, 16740, 151, 440, 128, 440
2024-1-19, 16:00:00.000000, 16668, 16686, 16640, 16650, 2684, 2502, 16661, 16659, 16663, 1357, 1327, 16664, 16726, 16626, 16708, 0, 16721, 16523, 16710, 16740, 440, 482, 356, 410
2024-1-19, 16:30:00.000000, 16648, 16666, 16626, 16662, 1996, 1865, 16651, 16651, 16646, 942, 1054, 16664, 16726, 16626, 16704, 0, 16721, 16523, 16710, 16740, 410, 530, 381, 522
2024-1-19, 17:00:00.000000, 16662, 16680, 16654, 16666, 2832, 2558, 16666, 16667, 16667, 1441, 1391, 16664, 16726, 16626, 16701, 0, 16721, 16523, 16710, 16740, 522, 527, 418, 472
2024-1-19, 17:30:00.000000, 16666, 16670, 16651, 16669, 2602, 2270, 16664, 16663, 16661, 1272, 1330, 16664, 16726, 16626, 16699, 0, 16721, 16523, 16710, 16740, 472, 530, 370, 530
2024-1-19, 18:00:00.000000, 16669, 16687, 16659, 16687, 765, 691, 16676, 16678, 16673, 361, 404, 0, 0, 0, 0, 0, 16721, 16523, 16710, 16740, 530, 579, 517, 573
2024-1-19, 18:30:00.000000, 16687, 16699, 16683, 16699, 943, 884, 16692, 16694, 16691, 516, 427, 0, 0, 0, 0, 0, 16721, 16523, 16710, 16740, 573, 603, 483, 484
2024-1-19, 19:00:00.000000, 16699, 16713, 16689, 16713, 830, 749, 16704, 16705, 16701, 387, 443, 0, 0, 0, 0, 0, 16721, 16523, 16710, 16740, 484, 560, 449, 540
2024-1-19, 19:30:00.000000, 16714, 16723, 16713, 16722, 675, 599, 16718, 16719, 16718, 331, 344, 0, 0, 0, 0, 0, 16721, 16523, 16710, 16740, 540, 574, 518, 553
2024-1-19, 20:00:00.000000, 16722, 16750, 16721, 16740, 1113, 1010, 16733, 16737, 16736, 547, 566, 0, 0, 0, 0, 0, 16721, 16523, 16710, 16740, 553, 642, 543, 572
